,Player,Age,Nation,Club,Position,Min,npG,npxG,Shots,Assists,xAG,npxG + xAG,SCA,Pass Attempts,Pass %,Prog Passes,Prog Carries,Take-Ons,Touches (Att Pen),Prog Passes Rec,Tackles,Inter,Blocks,Clears,Aerials,OVR
296,Oleksandr Zinchenko,26,UKR,Arsenal,Fullback,2227,55,68,88,31,52,52,70,98,95,99,75,50,49,21,27,38,26,25,94,58.578947368421055
297,Kurt Zouma,28,FRA,West Ham,Center Back,1809,97,92,84,28,12,74,10,3,47,1,3,28,80,2,1,78,31,99,69,44.1578947368421
298,Martin Ødegaard,24,NOR,Arsenal,Midfielder,3384,99,98,99,86,97,99,99,54,44,91,89,80,98,97,6,1,4,3,5,65.73684210526316
299,Abner,23,BRA,Betis,Fullback,1094,20,96,55,9,1,60,5,45,24,4,5,60,75,39,35,57,94,99,63,44.526315789473685
300,Marcos Acuña,31,ARG,Sevilla,Fullback,2518,83,53,71,60,76,68,75,68,24,66,55,86,33,45,90,39,30,36,77,59.73684210526316
301,Joseph Aidoo,27,GHA,Celta Vigo,Center Back,2806,90,30,47,28,7,14,13,38,59,29,31,72,18,2,51,27,1,78,47,35.89473684210526
302,Sergio Akieme,25,ESP,Almería,Fullback,2207,86,82,67,9,37,58,17,15,59,4,38,68,51,35,2,7,22,31,19,37.21052631578947
303,Paul Akouokou,25,CIV,Betis,Midfielder,784,14,13,20,10,1,1,1,35,98,4,5,37,10,4,90,98,68,99,82,36.31578947368421
304,David Alaba,31,AUT,Real Madrid,Center Back,2466,20,26,66,90,91,64,94,70,68,52,78,57,75,99,10,16,28,2,1,53.0
305,Raúl Albiol,38,ESP,Villarreal,Center Back,1783,20,2,1,28,3,1,10,72,72,76,57,53,15,40,9,12,19,77,16,30.68421052631579
306,Rubén Alcaraz,32,ESP,Cádiz,Midfielder,2413,33,48,71,10,26,34,42,38,33,40,42,36,39,20,42,37,52,83,71,41.94736842105263
307,Omar Alderete,26,PAR,Getafe,Center Back,2121,58,26,89,75,73,41,83,8,1,75,88,97,79,68,55,44,29,48,76,58.578947368421055
308,Iván Alejo,28,ESP,Cádiz,Midfielder,1304,14,53,68,42,81,70,61,2,1,1,99,71,62,98,28,6,17,25,83,46.421052631578945
309,Carles Aleñá,25,ESP,Getafe,Midfielder,1924,40,77,84,73,57,67,53,15,11,19,37,54,59,78,1,1,12,25,43,42.421052631578945
310,Mohamed Ali Cho,19,FRA,Real Sociedad,Att Mid / Winger,486,44,71,90,2,1,15,1,15,6,1,86,82,64,77,83,15,99,1,89,44.31578947368421
311,Domingos André Ribeiro Almeida,23,POR,Valencia,Midfielder,2790,30,30,41,70,61,48,80,45,29,82,87,92,40,61,64,20,25,14,21,49.473684210526315
312,Marcos Alonso,32,ESP,Barcelona,Center Back,1652,97,96,71,28,93,99,98,95,85,95,99,76,87,99,36,33,61,13,31,73.26315789473684
313,Gastón Álvarez,23,URU,Getafe,Fullback,1550,20,11,17,9,5,1,10,3,1,7,1,27,5,4,81,17,57,62,94,22.736842105263158
314,Yeray Álvarez,28,ESP,Athletic Club,Center Back,1925,62,32,14,28,72,48,84,49,25,97,90,70,21,67,44,92,10,39,41,51.8421052631579
315,Amath,27,SEN,Mallorca,Midfielder,1396,76,92,86,10,25,71,27,1,7,1,86,62,93,93,58,6,18,8,32,44.8421052631579
316,Mauro Arambarri,27,URU,Getafe,Midfielder,618,14,17,27,74,84,58,44,13,8,9,9,37,7,19,10,72,62,94,87,39.21052631578947
317,Ronald Araújo,24,URU,Barcelona,Center Back,1551,20,90,95,97,93,94,72,73,79,52,82,94,93,91,34,1,43,2,56,66.36842105263158
318,Iago Aspas,36,ESP,Celta Vigo,Forward,2843,14,37,51,54,94,62,98,95,73,97,86,52,48,80,8,61,15,39,17,56.89473684210526
319,Ezequiel Ávila,29,ARG,Osasuna,Att Mid / Winger,1538,70,65,99,22,6,33,8,13,1,8,4,5,41,19,1,56,21,95,97,34.94736842105263
320,César Azpilicueta,34,ESP,Atlético Madrid,Fullback,1710,20,33,39,9,50,37,29,88,81,69,27,11,60,70,84,43,90,81,85,52.94736842105263
321,Iddrisu Baba,27,GHA,Almería,Midfielder,1976,14,31,24,10,13,18,3,14,53,7,1,53,14,3,38,29,27,87,89,27.789473684210527
322,Srđan Babić,27,SRB,Almería,Center Back,2548,92,35,23,28,8,18,19,12,44,7,47,40,25,38,10,26,32,58,60,32.73684210526316
323,Loïc Bade,23,FRA,Sevilla,Center Back,2325,85,42,27,28,21,21,5,31,45,32,24,59,32,19,68,68,61,83,70,43.21052631578947
324,Alex Baena,22,ESP,Villarreal,Midfielder,2149,84,89,99,88,96,97,88,31,32,63,85,69,96,93,13,2,7,14,1,60.36842105263158
325,Alejandro Balde,19,ESP,Barcelona,Fullback,2816,45,71,56,55,68,67,65,81,96,23,96,97,93,97,26,2,36,1,38,58.578947368421055
326,Iván Balliu,31,ALB,Rayo Vallecano,Fullback,3142,20,6,9,9,33,18,37,45,48,39,47,16,19,44,25,20,16,39,39,27.842105263157894
327,Jonathan Bamba,27,CIV,Celta Vigo,Att Mid / Winger,2603,15,63,48,45,59,61,27,73,86,73,52,37,73,83,36,75,67,60,55,57.26315789473684
328,Léo Baptistão,31,BRA,Almería,Att Mid / Winger,1634,69,75,65,7,3,33,15,14,14,17,14,10,32,2,74,92,40,74,93,39.10526315789474
329,Kike Barja,26,ESP,Osasuna,Att Mid / Winger,1406,8,2,5,95,69,26,23,31,13,8,74,86,44,93,35,21,6,11,69,37.8421052631579
330,Ander Barrenetxea,21,ESP,Real Sociedad,Att Mid / Winger,1191,92,95,56,11,6,65,16,55,52,14,68,94,65,65,72,62,66,64,83,57.94736842105263
331,Pablo Barrios,20,ESP,Atlético Madrid,Midfielder,1069,62,32,65,49,33,29,53,64,48,70,84,98,52,68,80,92,80,37,51,60.36842105263158
332,Marc Bartra,32,ESP,Betis,Center Back,540,20,58,72,28,3,30,20,58,41,28,68,87,93,93,95,51,97,74,78,57.578947368421055
333,Héctor Bellerín,28,ESP,Betis,Fullback,556,20,72,19,9,5,29,10,35,73,24,44,60,82,83,48,96,80,1,19,42.578947368421055
334,Jude Bellingham,20,ENG,Real Madrid,Midfielder,3041,99,99,95,85,79,98,95,62,52,90,92,99,98,93,62,52,90,37,60,80.89473684210526
335,Fran Beltrán,24,ESP,Celta Vigo,Midfielder,2895,14,19,40,38,17,14,40,60,80,38,18,32,12,24,5,88,24,56,30,34.1578947368421
336,Yuri Berchiche,33,ESP,Athletic Club,Fullback,2512,49,49,76,23,14,21,56,78,75,96,54,20,24,38,54,87,50,51,94,53.10526315789474
337,Álex Berenguer,28,ESP,Athletic Club,Att Mid / Winger,2043,3,9,37,2,41,18,55,52,6,26,33,47,53,76,96,52,85,37,91,43.10526315789474
338,Daley Blind,33,NED,Girona,Center Back,910,20,12,34,96,68,30,96,80,57,81,22,72,35,92,72,4,76,16,17,51.578947368421055
339,Lucas Boyé,27,ARG,Granada,Forward,2376,50,31,62,13,33,28,78,63,88,73,74,99,31,40,93,94,96,99,44,62.578947368421055
340,Juan Brandáriz,24,ESP,Almería,Center Back,1738,66,6,3,28,38,6,58,32,43,6,55,82,6,83,60,9,56,23,1,34.78947368421053
341,Ante Budimir,32,CRO,Osasuna,Forward,1853,60,42,49,19,1,19,2,11,16,18,42,41,73,13,92,71,23,59,91,39.05263157894737
342,Eduardo Camavinga,20,FRA,Real Madrid,Midfielder,2683,14,15,24,40,42,23,56,88,96,73,89,89,64,77,94,30,35,63,48,55.78947368421053
343,Sergio Camello,22,ESP,Rayo Vallecano,Forward,2147,27,23,68,68,31,19,51,40,83,63,54,40,14,28,41,21,7,73,19,40.526315789473685
344,João Cancelo,29,POR,Barcelona,Fullback,2315,92,78,83,97,77,77,83,97,86,86,97,99,94,96,76,74,35,17,76,80.0
345,Étienne Capoue,35,FRA,Villarreal,Midfielder,1744,81,59,62,10,25,41,45,49,83,39,86,90,52,82,6,24,3,36,64,49.31578947368421
346,Isaac Carcelen,30,ESP,Cádiz,Fullback,2579,20,10,15,23,17,7,27,6,51,30,15,34,5,15,85,22,68,96,50,31.36842105263158
347,Carmona,21,ESP,Getafe,Center Back,1242,96,75,81,28,68,74,97,17,25,13,84,99,93,99,82,50,94,1,1,61.94736842105263
348,Yannick Carrasco,30,BEL,Atlético Madrid,Fullback,2341,99,99,99,84,83,98,97,17,55,33,99,99,99,99,14,4,30,1,2,63.73684210526316
349,Dani Carvajal,31,ESP,Real Madrid,Fullback,2635,20,51,47,58,66,56,58,89,90,37,15,14,80,91,44,17,58,73,31,52.36842105263158
350,Catena,28,ESP,Osasuna,Center Back,3006,44,59,56,61,69,61,64,41,31,52,19,27,57,14,11,18,15,80,68,44.578947368421055
351,Franco Cervi,29,ARG,Celta Vigo,Midfielder,1519,14,76,45,85,88,82,77,40,7,24,86,75,91,97,99,90,85,40,45,65.57894736842105
352,Andreas Christensen,27,DEN,Barcelona,Center Back,2263,57,56,59,91,75,64,81,95,99,84,79,3,47,56,17,33,7,5,64,56.421052631578945
353,Pathé Ciss,29,SEN,Rayo Vallecano,Midfielder,1049,63,93,86,10,6,70,34,44,38,58,21,26,78,33,91,79,67,92,97,57.1578947368421
354,Santi Comesaña,26,ESP,Villarreal,Midfielder,2464,71,65,43,43,47,54,78,42,57,61,60,81,77,62,85,60,72,29,73,61.05263157894737
355,Copete,23,ESP,Mallorca,Center Back,1985,61,15,22,28,34,19,57,3,7,23,52,94,43,35,90,81,78,71,19,43.78947368421053
356,Ángel Correa,28,ARG,Atlético Madrid,Forward,1692,73,63,53,45,85,71,91,92,88,95,87,79,96,94,66,96,97,20,2,73.3157894736842
357,Thierry Correia,24,POR,Valencia,Fullback,1994,20,33,7,33,13,12,38,71,42,63,52,40,16,67,98,64,62,61,49,44.26315789473684
358,Jaume Costa,35,ESP,Mallorca,Fullback,2354,20,38,17,28,50,39,53,10,20,9,50,8,46,55,41,47,1,32,58,32.73684210526316
359,Samu Costa,22,POR,Mallorca,Midfielder,1816,67,66,45,54,23,42,44,50,28,40,14,29,35,20,84,89,74,99,96,52.578947368421055
360,Yan Couto,21,BRA,Girona,Midfielder,1164,81,45,38,92,90,75,72,30,8,14,99,96,86,98,50,5,1,68,2,55.26315789473684
361,Juan Cruz Armada,31,ESP,Osasuna,Fullback,1882,20,8,2,9,5,1,19,18,29,20,1,5,1,7,7,15,34,77,49,17.210526315789473
362,Jorge Cuenca,23,ESP,Villarreal,Center Back,873,92,60,90,28,26,44,33,72,84,70,67,30,61,52,38,23,98,99,86,60.68421052631579
363,Sergi Darder,29,ESP,Mallorca,Midfielder,3223,84,67,52,61,92,83,93,34,8,65,91,95,44,49,47,14,26,22,18,55.0
364,Rodrigo De Paul,29,ARG,Atlético Madrid,Midfielder,1993,65,67,60,99,99,92,94,91,40,96,88,37,45,76,41,7,18,6,7,59.36842105263158
365,Mouctar Diakhaby,26,GUI,Valencia,Center Back,2397,94,92,94,28,21,80,31,16,35,54,70,66,97,72,24,11,37,73,53,55.1578947368421
366,Brahim Díaz,24,ESP,Real Madrid,Att Mid / Winger,2223,59,73,23,73,76,76,68,23,88,77,63,79,29,16,58,61,9,21,27,52.578947368421055
367,Djené,31,TOG,Getafe,Center Back,2992,20,9,16,61,53,13,80,3,5,21,27,90,4,87,40,72,16,11,24,34.31578947368421
368,Domingos Duarte,28,POR,Getafe,Center Back,2537,20,51,40,71,35,33,15,1,7,23,14,30,27,2,8,43,8,73,20,27.42105263157895
369,Hugo Duro,23,ESP,Valencia,Forward,1699,7,10,12,44,28,7,1,13,65,16,6,7,31,12,65,28,72,36,52,26.94736842105263
370,Adri Embarba,31,ESP,Almería,Att Mid / Winger,1796,32,30,79,34,81,61,67,43,11,15,76,88,18,47,99,53,80,36,65,53.421052631578945
371,Youssef En-Nesyri,26,MAR,Sevilla,Forward,2713,76,70,84,11,12,52,3,1,34,1,18,9,64,3,73,51,16,57,75,37.36842105263158
372,Gonzalo Escalante,30,ARG,Cádiz,Midfielder,1552,95,94,45,84,80,92,23,10,11,19,1,24,74,21,82,70,69,93,91,56.73684210526316
373,Alfonso Espino,31,URU,Rayo Vallecano,Fullback,3056,20,54,49,66,74,65,70,21,7,25,25,57,36,39,71,85,68,89,60,51.63157894736842
374,Bernardo Espinosa,34,COL,Girona,Center Back,1089,86,92,94,92,3,77,51,86,77,35,58,43,91,57,1,14,41,95,99,62.73684210526316
375,Abdessamad Ezzalzouli,21,MAR,Barcelona,Att Mid / Winger,1626,53,37,73,7,5,9,28,27,13,12,94,97,59,64,79,24,68,32,25,42.421052631578945
377,Radamel Falcao,37,COL,Rayo Vallecano,Forward,471,1,55,73,5,1,23,1,67,76,37,10,4,84,79,43,89,40,95,79,45.36842105263158
378,Fali,30,ESP,Cádiz,Center Back,1968,20,22,37,28,35,20,27,2,7,30,56,38,51,74,37,22,59,55,9,33.10526315789474
380,Luiz Felipe,26,ITA,Betis,Center Back,2107,20,1,7,28,53,10,5,23,57,8,1,45,16,2,45,71,99,93,16,31.57894736842105
381,João Félix,23,POR,Barcelona,Att Mid / Winger,1729,98,99,99,18,16,92,62,55,61,78,68,66,75,65,70,22,1,14,61,58.94736842105263
382,Kiko Femenía,32,ESP,Villarreal,Fullback,940,20,8,9,9,2,1,14,80,94,66,74,29,16,59,35,95,41,35,59,39.26315789473684
383,Álex Fernández,30,ESP,Cádiz,Midfielder,1529,72,72,41,10,56,62,45,27,55,22,41,12,62,43,1,6,8,58,32,38.1578947368421
384,Carlos Fernández,27,ESP,Real Sociedad,Forward,963,3,30,75,5,9,18,23,24,28,50,23,85,79,71,95,25,14,39,75,40.578947368421055
385,Valery Fernández,23,ESP,Girona,Midfielder,1001,14,45,23,85,62,55,58,13,55,1,72,74,90,98,4,30,10,36,56,46.36842105263158
386,Fernando,36,BRA,Sevilla,Midfielder,2155,14,8,9,29,11,5,8,46,85,36,10,20,13,14,29,77,77,92,85,35.1578947368421
387,Dimitri Foulquier,30,FRA,Valencia,Fullback,1813,20,9,5,57,50,31,10,37,21,42,69,78,29,45,24,26,33,63,47,36.63157894736842
388,Juan Foyth,25,ARG,Villarreal,Fullback,2174,78,53,59,9,10,23,13,76,94,75,50,87,42,1,99,50,87,91,94,57.421052631578945
389,Matteo Gabbia,23,ITA,Villarreal,Center Back,1145,86,29,5,28,22,19,47,51,46,39,37,3,10,19,82,13,32,82,38,36.21052631578947
390,Javi Galán,28,ESP,Atlético Madrid,Fullback,2667,20,17,29,44,64,47,81,70,53,45,95,96,35,86,93,83,94,47,63,61.1578947368421
391,Iñigo Ruiz de Galarreta,30,ESP,Athletic Club,Midfielder,2819,14,4,9,23,33,13,24,41,39,51,30,48,4,18,29,46,14,16,54,26.842105263157894
392,Aleix García,26,ESP,Girona,Midfielder,2339,59,51,65,78,94,81,98,85,48,79,57,33,35,66,9,59,24,77,26,59.1578947368421
393,Álvaro García,30,ESP,Rayo Vallecano,Att Mid / Winger,2775,46,14,28,43,53,28,26,29,6,13,58,6,48,66,76,97,72,72,45,43.473684210526315
394,Dani García,33,ESP,Athletic Club,Midfielder,1349,14,65,20,40,11,41,11,37,29,38,5,1,9,8,93,69,82,73,74,37.89473684210526
395,David García,29,ESP,Osasuna,Center Back,2604,81,18,59,28,35,16,39,33,28,59,50,46,47,24,19,60,33,92,89,45.05263157894737
396,Eric García,22,ESP,Barcelona,Center Back,1450,20,19,30,28,49,22,72,95,95,99,95,34,6,72,41,46,46,9,9,46.68421052631579
398,Fran Garcia,24,ESP,Real Madrid,Fullback,3263,67,43,69,62,29,32,50,64,62,55,98,64,22,60,70,65,66,43,4,53.94736842105263
399,Raúl García,37,ESP,Athletic Club,Att Mid / Winger,872,49,99,99,89,7,92,14,14,2,39,1,5,94,17,45,74,84,77,99,52.63157894736842
400,Rubén García,30,ESP,Osasuna,Att Mid / Winger,1189,32,7,11,11,37,11,53,74,23,11,1,5,5,38,70,92,84,96,90,39.526315789473685
401,Gavi,19,ESP,Barcelona,Midfielder,2941,73,72,42,77,59,63,48,39,78,46,75,61,82,91,53,25,55,34,81,60.73684210526316
402,Moi Gómez,29,ESP,Osasuna,Midfielder,2211,83,36,35,48,64,51,86,79,72,92,58,64,36,57,3,3,1,1,2,45.8421052631579
403,Édgar González,26,ESP,Almería,Center Back,2080,20,69,41,28,78,77,11,32,77,24,22,13,45,21,74,40,7,98,68,44.473684210526315
404,Giovanni González,29,URU,Mallorca,Center Back,1164,20,9,21,99,99,84,82,11,12,36,78,96,74,99,66,3,2,3,10,47.578947368421055
405,Andoni Gorosabel,27,ESP,Alavés,Fullback,2165,20,25,42,9,23,15,24,55,83,61,67,27,15,40,31,41,29,13,47,35.10526315789474
406,Antoine Griezmann,32,FRA,Atlético Madrid,Forward,3368,55,57,86,99,99,94,99,99,85,99,92,82,58,65,99,99,83,62,18,80.52631578947368
407,Andrés Guardado,36,MEX,Betis,Midfielder,1590,46,13,19,36,36,17,41,72,67,52,31,11,10,15,91,80,24,83,64,42.526315789473685
408,Nemanja Gudelj,31,SRB,Sevilla,Center Back,4009,93,72,99,57,29,56,61,41,78,53,75,27,27,51,58,28,43,22,22,52.21052631578947
409,Javier Guerra,20,ESP,Valencia,Midfielder,1003,99,89,93,51,78,87,52,15,13,28,90,97,79,71,49,77,55,74,48,65.52631578947368
410,Ander Guevara,26,ESP,Alavés,Midfielder,1038,14,29,16,10,57,42,69,69,40,77,62,54,27,52,38,11,69,60,90,46.63157894736842
411,Gerard Gumbau,28,ESP,Granada,Midfielder,2744,30,55,85,91,93,81,93,46,14,46,16,16,43,44,18,32,16,65,46,48.94736842105263
412,İlkay Gündoğan,32,GER,Barcelona,Midfielder,3351,89,95,91,90,75,91,84,82,86,76,73,54,93,86,4,18,6,13,24,64.73684210526316
413,Jon Guridi,28,ESP,Alavés,Midfielder,461,14,86,92,99,67,79,76,10,26,63,62,37,94,90,3,17,67,6,85,56.473684210526315
414,Gorka Guruzeta,27,ESP,Athletic Club,Forward,1716,54,63,72,22,8,49,47,75,55,69,22,50,50,29,97,88,99,44,62,55.526315789473685
415,Miguel Gutiérrez,22,ESP,Girona,Fullback,2394,76,33,44,63,70,53,51,46,77,72,71,87,47,63,12,27,10,41,22,50.78947368421053
416,Munir El Haddadi,28,MAR,Las Palmas,Midfielder,1395,90,94,97,39,66,86,82,8,1,4,51,58,96,97,2,18,86,20,83,56.73684210526316
417,Luiz Henrique,22,BRA,Betis,Att Mid / Winger,2018,14,16,46,64,13,8,4,9,31,2,43,85,27,34,92,80,88,74,92,43.26315789473684
418,Mario Hermoso,28,ESP,Atlético Madrid,Center Back,2456,84,75,67,90,91,84,93,81,64,89,69,94,48,86,22,10,9,53,26,65.0
419,Javi Hernández,25,ESP,Cádiz,Fullback,1506,70,82,90,81,37,58,52,52,65,83,76,65,31,6,9,10,17,90,43,53.526315789473685
420,Aridane Hernández,34,ESP,Rayo Vallecano,Center Back,2243,20,7,18,73,70,24,36,16,43,14,16,60,34,2,23,50,77,79,21,35.94736842105263
421,Luis Hernández,34,ESP,Cádiz,Center Back,3059,43,35,11,28,68,50,86,14,2,37,26,8,13,60,12,18,5,64,5,30.789473684210527
422,Ander Herrera,34,ESP,Athletic Club,Midfielder,734,14,44,67,67,64,55,71,75,55,58,35,51,79,49,68,80,77,77,53,59.94736842105263
423,Yangel Herrera,25,VEN,Girona,Midfielder,1220,99,97,97,43,39,85,24,20,47,32,69,77,94,90,70,2,77,73,83,64.10526315789474
424,Pablo Ibáñez,25,ESP,Osasuna,Midfielder,1242,14,57,83,42,24,39,17,7,8,53,52,43,93,74,56,18,76,87,88,49.0
425,Iglesias,25,ESP,Getafe,Fullback,1940,20,59,77,9,12,26,34,4,1,2,19,43,27,56,82,50,80,99,36,38.73684210526316
426,Borja Iglesias,30,ESP,Betis,Forward,2224,36,50,28,51,73,57,14,41,87,22,17,31,33,47,5,34,2,43,20,36.36842105263158
427,Isco,31,ESP,Betis,Att Mid / Winger,1205,32,8,7,33,41,16,71,87,95,92,10,33,2,2,49,87,12,8,29,37.578947368421055
428,Luis Javier Suárez,25,COL,Almería,Forward,2139,19,31,66,83,44,35,34,44,61,40,82,75,26,25,84,54,76,54,42,51.31578947368421
429,Frenkie de Jong,26,NED,Barcelona,Midfielder,3020,49,32,12,65,76,59,89,98,97,97,95,84,58,60,8,46,1,45,73,60.21052631578947
430,Joan Jordán,29,ESP,Sevilla,Midfielder,1854,42,24,23,32,2,6,20,83,90,87,9,20,10,26,28,47,50,45,50,36.526315789473685
431,Willian José,31,BRA,Betis,Forward,1348,31,9,8,31,60,18,21,90,85,59,19,3,1,6,77,42,17,95,44,37.68421052631579
432,Joselu,33,ESP,Real Madrid,Forward,2785,59,64,69,41,18,55,20,61,23,64,23,20,49,23,27,67,64,86,90,48.578947368421055
433,Juanpe,32,ESP,Girona,Center Back,958,90,55,46,28,24,26,28,32,43,4,44,3,42,48,30,7,51,82,3,36.10526315789474
434,Vinicius Júnior,23,BRA,Real Madrid,Att Mid / Winger,3293,82,94,81,92,89,96,91,52,53,18,99,99,99,98,18,4,29,3,5,63.26315789473684
435,Kaiky,19,BRA,Almería,Center Back,452,99,12,35,28,3,3,1,17,40,37,53,81,11,74,1,89,97,76,1,39.89473684210526
436,Kiké,33,ESP,Alavés,Forward,1333,18,53,90,5,14,41,53,33,36,12,42,51,87,27,31,16,74,64,84,43.73684210526316
437,Koke,31,ESP,Atlético Madrid,Midfielder,2223,14,17,21,47,32,19,53,95,90,82,11,29,36,37,35,30,39,12,13,37.473684210526315
438,Ibrahima Koné,24,MLI,Almería,Forward,1579,23,1,2,25,7,2,41,28,49,20,29,44,16,60,94,68,63,68,69,37.31578947368421
439,Jules Koundé,24,FRA,Barcelona,Center Back,3032,73,63,60,84,95,88,97,95,78,99,99,92,86,97,41,11,14,14,46,70.10526315789474
440,Toni Kroos,33,GER,Real Madrid,Midfielder,2831,52,31,62,80,86,66,96,99,98,99,68,11,29,40,72,49,16,7,5,56.10526315789474
441,Takefusa Kubo,22,JPN,Real Sociedad,Att Mid / Winger,2792,82,48,80,42,74,62,62,33,32,32,82,64,75,65,49,49,68,4,45,55.1578947368421
442,Luca de la Torre,25,USA,Celta Vigo,Midfielder,1890,14,53,55,73,48,49,43,16,53,25,95,40,82,85,23,11,58,11,11,44.473684210526315
443,Érik Lamela,31,ARG,Sevilla,Att Mid / Winger,2281,77,64,54,12,4,26,52,51,62,30,32,52,80,52,91,30,95,12,82,50.421052631578945
444,Cyle Larin,28,CAN,Mallorca,Forward,1670,45,56,81,63,72,59,25,6,56,10,53,23,70,9,45,13,14,63,73,44.0
445,Juanmi Latasa,22,ESP,Getafe,Forward,842,4,1,27,5,25,3,32,84,1,78,1,15,38,26,40,84,35,99,99,36.68421052631579
446,Toni Lato,25,ESP,Mallorca,Fullback,929,20,75,57,56,48,60,25,11,41,25,23,39,73,60,84,13,48,1,9,40.421052631578945
447,Lázaro,21,BRA,Almería,Att Mid / Winger,697,99,99,94,2,6,91,11,7,64,32,36,66,75,51,3,21,99,6,83,49.73684210526316
