,Player,Age,Nation,Club,Position,Min,npG,npxG,Shots,Assists,xAG,npxG + xAG,SCA,Pass Attempts,Pass %,Prog Passes,Prog Carries,Take-Ons,Touches (Att Pen),Prog Passes Rec,Tackles,Inter,Blocks,Clears,Aerials,OVR
448,Robin Le Normand,26,ESP,Real Sociedad,Center Back,3336,20,54,48,28,6,27,22,63,76,76,74,16,29,11,19,47,2,18,97,38.578947368421055
449,Florian Lejeune,32,FRA,Rayo Vallecano,Center Back,2649,91,93,99,28,44,88,66,40,14,44,22,37,62,24,15,1,9,67,48,46.94736842105263
450,Iñigo Lekue,30,ESP,Athletic Club,Fullback,1256,20,12,37,9,12,6,36,59,46,76,73,48,11,40,35,23,27,54,71,36.578947368421055
451,Thomas Lemar,27,FRA,Atlético Madrid,Midfielder,1281,56,55,60,73,61,58,72,70,58,76,92,84,79,97,56,6,8,26,12,57.8421052631579
452,Robert Lewandowski,35,POL,Barcelona,Forward,3469,85,89,94,89,80,90,54,66,69,86,64,58,88,81,31,39,49,33,38,67.52631578947368
453,Marcos Llorente,28,ESP,Atlético Madrid,Midfielder,1681,82,83,85,58,93,91,81,37,39,60,96,42,99,98,13,18,85,25,26,63.73684210526316
454,David López,33,ESP,Girona,Center Back,1862,99,97,62,78,73,95,24,82,88,49,72,72,51,56,76,13,83,50,14,64.94736842105263
455,Diego López,21,ESP,Valencia,Att Mid / Winger,834,92,98,55,19,32,95,51,17,11,48,74,43,69,53,14,62,96,65,95,57.31578947368421
456,Unai López,27,ESP,Rayo Vallecano,Midfielder,1267,56,61,89,73,73,67,86,82,34,65,57,78,67,72,76,35,27,11,19,59.36842105263158
457,Dion Lopy,21,SEN,Almería,Midfielder,1291,14,50,76,42,58,54,63,57,64,83,35,77,33,64,87,52,26,42,56,54.36842105263158
458,Anthony Lozano,30,HON,Getafe,Forward,1194,3,3,19,34,4,3,40,23,44,51,42,71,3,7,30,47,74,68,82,34.10526315789474
459,José Luis Gayà,28,ESP,Valencia,Fullback,3078,41,42,61,53,87,76,87,62,36,57,79,63,58,83,92,28,30,36,45,58.73684210526316
460,José Luis Morales,36,ESP,Villarreal,Forward,1223,67,62,68,5,16,51,21,28,64,18,93,90,79,72,21,45,88,8,2,47.26315789473684
461,Dodi Lukebakio,26,BEL,Sevilla,Att Mid / Winger,1969,54,44,59,16,39,36,41,2,23,5,66,86,45,28,8,71,38,77,75,42.78947368421053
462,Darwin Machís,30,VEN,Cádiz,Att Mid / Winger,885,14,19,88,18,76,51,28,20,11,4,66,43,52,41,31,46,14,61,40,38.05263157894737
463,Pablo Maffeo,26,ESP,Mallorca,Fullback,2975,43,62,45,67,54,55,48,4,8,3,58,74,69,46,77,24,37,49,88,47.94736842105263
464,Nemanja Maksimović,28,SRB,Getafe,Midfielder,2181,36,59,39,10,5,28,9,1,20,1,14,3,67,35,29,92,76,65,93,35.89473684210526
465,Aïssa Mandi,31,ALG,Villarreal,Center Back,1626,20,3,6,28,41,4,20,61,90,30,41,17,10,80,27,55,27,34,9,31.736842105263158
466,Óscar de Marcos,34,ESP,Athletic Club,Fullback,2582,48,12,4,89,58,37,49,83,47,94,72,18,50,68,67,45,74,40,40,52.36842105263158
467,José María Giménez,28,URU,Atlético Madrid,Center Back,2613,81,84,88,69,66,82,58,44,85,24,35,54,72,6,52,14,58,88,22,56.94736842105263
468,Roger Martí,32,ESP,Cádiz,Forward,1464,3,18,9,5,14,9,9,24,56,3,30,15,3,32,67,60,86,51,26,27.36842105263158
469,Iván Martín,24,ESP,Girona,Midfielder,2014,87,79,49,71,60,70,36,23,64,9,75,83,81,85,3,10,5,31,32,50.1578947368421
470,Arnau Martinez,20,ESP,Girona,Fullback,2787,71,47,48,77,81,70,69,51,79,43,52,59,67,18,71,38,78,44,60,59.10526315789474
471,Iñigo Martínez,32,ESP,Barcelona,Center Back,1174,84,54,55,28,21,34,53,52,24,80,69,3,53,64,36,40,41,48,35,46.0
472,Omar Mascarell,30,ESP,Mallorca,Midfielder,2264,14,7,8,27,14,8,14,41,78,36,40,58,3,1,46,80,95,94,58,38.0
473,Jaime Mata,34,ESP,Getafe,Att Mid / Winger,594,32,80,53,35,64,71,1,7,1,4,1,2,31,41,94,92,67,97,99,45.89473684210526
474,Borja Mayoral,26,ESP,Getafe,Forward,2632,40,13,9,31,25,8,13,81,75,70,80,57,19,35,19,56,42,18,30,37.94736842105263
475,Gonzalo Melero,29,ESP,Almería,Midfielder,2091,77,77,69,83,61,69,68,18,72,45,65,60,77,48,16,4,42,31,53,54.473684210526315
476,Brais Méndez,26,ESP,Real Sociedad,Midfielder,2779,94,88,98,91,95,96,92,47,17,55,61,45,84,94,50,11,35,11,55,64.15789473684211
477,Jorge Meré,26,ESP,Cádiz,Center Back,605,20,27,63,28,3,9,30,2,35,14,6,3,57,2,72,20,65,85,66,31.94736842105263
478,Mikel Merino,27,ESP,Real Sociedad,Midfielder,2723,54,81,75,92,82,82,74,61,17,67,46,66,91,85,84,23,69,81,99,69.94736842105263
479,Éder Militão,25,BRA,Real Madrid,Center Back,3094,99,86,78,28,47,77,45,74,70,50,72,78,73,82,50,60,97,51,49,66.63157894736842
480,Óscar Mingueza,24,ESP,Celta Vigo,Fullback,1815,63,78,58,9,60,64,61,76,54,70,40,64,46,30,75,38,13,30,20,49.94736842105263
481,Ignasi Miquel,30,ESP,Granada,Center Back,450,20,69,98,99,99,99,55,34,39,37,37,3,91,84,87,14,1,58,44,56.21052631578947
482,Rafa Mir,26,ESP,Sevilla,Forward,1347,72,74,91,5,12,59,9,24,34,3,21,3,59,13,47,85,11,34,73,38.36842105263158
483,Juan Miranda,23,ESP,Betis,Fullback,1995,89,91,86,71,78,89,54,49,25,65,44,31,78,73,12,64,61,98,71,64.6842105263158
484,Stefan Mitrović,33,SRB,Getafe,Center Back,1628,69,3,1,28,41,4,4,1,6,1,4,16,10,11,7,24,4,64,19,16.68421052631579
485,Luka Modrić,38,CRO,Real Madrid,Midfielder,2201,62,84,73,67,90,87,98,97,83,95,86,73,84,90,1,16,2,8,23,64.15789473684211
486,Johan Mojica,31,COL,Osasuna,Fullback,884,20,76,50,9,89,87,69,72,58,38,95,53,77,84,35,53,67,40,45,58.78947368421053
487,Nahuel Molina,25,ARG,Atlético Madrid,Fullback,3183,90,82,53,50,72,77,85,82,37,45,50,38,64,94,59,10,48,40,27,58.05263157894737
488,Jon Moncayola,25,ESP,Osasuna,Midfielder,2294,34,47,57,64,51,46,70,63,21,71,47,5,15,51,55,33,65,60,34,46.78947368421053
489,César Montes,26,MEX,Almería,Center Back,1770,97,59,85,28,3,31,32,28,14,27,63,29,96,51,10,8,51,94,98,47.578947368421055
490,Álvaro Morata,30,ESP,Atlético Madrid,Forward,1973,87,90,82,39,30,85,40,25,46,8,61,33,63,32,34,2,13,78,61,47.8421052631579
491,Alberto Moreno,31,ESP,Villarreal,Fullback,1347,20,74,82,71,64,66,49,42,83,41,76,21,77,87,28,95,14,35,49,56.526315789473685
492,Gerard Moreno,31,ESP,Villarreal,Forward,1285,66,72,55,83,91,75,88,95,80,99,53,93,31,86,63,95,40,53,29,70.89473684210526
493,Manu Morlanes,24,ESP,Mallorca,Midfielder,1154,60,31,32,10,36,29,5,4,54,9,39,60,15,22,81,23,38,58,45,34.26315789473684
494,Abdul Mumin,25,GHA,Rayo Vallecano,Center Back,913,20,45,63,28,3,19,30,7,9,13,46,86,46,22,20,20,59,40,9,30.789473684210527
495,Iker Muniain,30,ESP,Athletic Club,Att Mid / Winger,1409,1,10,19,54,50,19,98,99,83,99,23,71,12,17,53,5,21,2,21,39.8421052631579
496,Aihen Muñoz,26,ESP,Real Sociedad,Fullback,1640,20,10,20,62,36,24,42,51,33,33,56,81,5,57,37,11,41,65,66,39.473684210526315
497,Iker Muñoz,20,ESP,Osasuna,Midfielder,592,81,31,30,10,1,4,1,27,8,18,1,14,53,20,12,42,2,99,99,29.105263157894736
498,Vedat Muriqi,29,KVX,Mallorca,Forward,2952,34,14,19,40,27,12,6,71,8,56,25,12,7,17,17,81,19,99,94,34.63157894736842
499,Nacho,33,ESP,Real Madrid,Fullback,2010,60,43,37,33,13,19,34,88,99,63,10,37,42,5,27,90,4,69,93,45.578947368421055
500,Matija Nastasić,30,SRB,Mallorca,Center Back,996,90,53,29,28,3,24,14,2,22,18,33,3,23,45,5,83,44,84,1,31.789473684210527
501,Roberto Navarro,21,ESP,Cádiz,Midfielder,529,99,99,99,99,99,99,99,16,8,9,99,96,99,99,4,35,82,4,79,69.63157894736842
502,Jesús Navas,37,ESP,Sevilla,Fullback,2891,20,8,18,20,62,38,80,79,24,80,54,15,45,97,11,56,12,48,26,41.73684210526316
503,Álvaro Negredo,38,ESP,Cádiz,Forward,614,1,16,72,97,98,71,57,29,17,68,10,43,6,1,45,45,43,59,75,44.89473684210526
504,Saúl Ñíguez,28,ESP,Atlético Madrid,Midfielder,1359,92,87,85,70,61,80,44,38,40,8,44,60,93,84,95,37,98,94,99,68.89473684210526
505,Randy Ntekja,25,FRA,Rayo Vallecano,Forward,1076,1,2,18,5,30,4,39,63,55,58,65,86,32,34,99,91,99,78,63,48.526315789473685
506,Unai Núñez,26,ESP,Celta Vigo,Center Back,3150,42,46,57,28,15,25,26,59,44,77,64,77,52,38,35,95,6,66,56,47.78947368421053
507,Lucas Ocampos,29,ARG,Sevilla,Att Mid / Winger,2036,25,49,74,28,8,24,33,36,23,25,52,85,87,67,88,67,73,38,99,51.63157894736842
508,Aimar Oroz,21,ESP,Osasuna,Midfielder,2174,37,70,40,97,71,69,76,19,34,25,70,82,87,97,5,42,45,1,50,53.526315789473685
509,Mikel Oyarzabal,26,ESP,Real Sociedad,Forward,1683,4,5,1,45,76,16,30,81,64,54,71,20,10,87,72,50,84,20,24,42.8421052631579
510,Cenk Özkacar,22,TUR,Valencia,Center Back,1701,20,51,69,28,39,39,92,40,42,68,95,88,58,25,65,16,23,28,81,50.89473684210526
511,Jon Pacheco,22,ESP,Real Sociedad,Center Back,1389,20,4,9,86,18,3,30,88,85,74,94,35,6,2,13,20,13,11,74,36.05263157894737
512,Isaac Palazón Camacho,28,ESP,Rayo Vallecano,Att Mid / Winger,3006,43,30,82,33,33,27,70,70,27,63,8,42,12,19,52,62,77,94,85,48.89473684210526
513,Aitor Paredes,23,ESP,Athletic Club,Center Back,1352,20,69,82,28,64,66,16,45,79,61,37,3,61,78,1,68,38,24,37,46.1578947368421
514,Daniel Parejo,34,ESP,Villarreal,Midfielder,3152,29,19,22,63,52,34,63,92,83,80,20,59,11,21,39,22,26,34,24,41.73684210526316
515,Gabriel Paulista,32,BRA,Valencia,Center Back,1571,70,24,83,28,45,25,35,22,39,58,60,3,64,13,14,90,63,89,61,46.63157894736842
516,Alfonso Pedraza,27,ESP,Villarreal,Fullback,1480,20,63,80,91,86,77,55,35,61,3,96,57,81,85,57,68,64,37,29,60.26315789473684
517,Pedri,20,ESP,Barcelona,Midfielder,1984,97,99,59,31,92,98,90,84,67,92,96,97,94,95,36,4,51,3,2,67.73684210526316
518,Adrià Pedrosa,25,ESP,Sevilla,Fullback,557,20,40,53,9,72,59,69,12,23,17,64,29,50,78,69,82,5,11,45,42.473684210526315
519,Rubén Peña,32,ESP,Osasuna,Fullback,1397,20,32,66,9,30,29,27,21,10,66,65,88,35,57,92,90,95,51,47,48.94736842105263
520,Ayoze Pérez,30,ESP,Betis,Att Mid / Winger,2219,48,81,70,14,23,58,27,12,60,30,59,86,77,39,97,94,89,49,51,56.0
521,Carles Pérez,25,ESP,Celta Vigo,Midfielder,1964,79,75,96,86,54,62,72,4,40,6,99,96,94,99,21,2,44,4,5,54.63157894736842
522,Francisco Perez,21,ESP,Valencia,Midfielder,521,14,9,25,99,91,69,16,5,22,2,93,97,65,95,4,4,14,4,1,38.36842105263158
523,Kike Pérez,26,ESP,Rayo Vallecano,Midfielder,1928,40,65,88,52,52,57,72,41,15,61,82,76,75,74,86,27,35,51,77,59.26315789473684
524,Germán Pezzella,32,ARG,Betis,Center Back,2900,20,19,26,28,6,11,20,20,46,7,20,49,24,22,44,62,56,77,71,33.05263157894737
525,Yeremi Pino,20,ESP,Villarreal,Att Mid / Winger,2322,18,79,24,55,52,68,37,21,73,12,26,48,86,79,89,64,88,97,79,57.63157894736842
526,Portu,31,ESP,Getafe,Fullback,1721,64,83,62,76,70,79,73,4,8,4,59,27,79,81,29,43,43,2,69,50.26315789473684
528,Alejandro Pozo Pozo,24,ESP,Almería,Fullback,1672,20,27,31,60,85,67,76,65,29,30,55,51,52,58,48,65,75,62,19,51.31578947368421
529,Arnau Puigmal,22,ESP,Almería,Midfielder,645,79,85,94,10,41,69,74,5,7,1,93,80,95,97,92,84,6,25,18,55.526315789473685
530,Antonio Raillo,31,ESP,Mallorca,Center Back,2315,85,17,62,98,81,48,26,4,32,7,24,24,91,49,27,41,50,90,94,50.0
531,Ivan Rakitić,35,CRO,Sevilla,Midfielder,3304,14,51,86,87,73,61,91,78,39,85,78,12,63,78,48,51,31,33,52,58.473684210526315
532,Largie Ramazani,22,BEL,Almería,Att Mid / Winger,1253,9,76,90,31,76,77,54,1,23,8,73,86,50,26,44,99,38,77,43,51.63157894736842
533,Chris Ramos,26,ESP,Cádiz,Forward,1105,8,48,85,5,1,22,9,21,5,9,45,51,84,4,93,84,91,99,97,45.31578947368421
534,Sergio Ramos,37,ESP,Sevilla,Center Back,2800,78,71,86,65,17,49,37,96,99,88,32,42,74,59,26,47,51,37,46,57.89473684210526
535,Raphinha,26,BRA,Barcelona,Att Mid / Winger,2279,78,92,94,93,99,99,76,92,33,66,65,69,70,97,53,70,76,62,63,76.15789473684211
536,Diego Rico,30,ESP,Getafe,Fullback,2171,57,24,47,31,40,32,41,63,52,58,37,37,4,48,47,51,40,66,54,43.63157894736842
537,Luis Rioja,29,ESP,Alavés,Att Mid / Winger,521,41,5,27,90,41,14,5,15,1,11,5,20,5,47,67,13,6,74,54,28.473684210526315
538,Rodrigo Riquelme,23,ESP,Atlético Madrid,Midfielder,1898,90,86,96,86,84,86,72,5,3,24,99,99,99,99,1,6,8,2,19,56.0
539,Sergi Roberto,31,ESP,Barcelona,Fullback,1660,93,87,82,61,36,64,54,85,98,96,81,8,85,68,15,27,27,1,19,57.21052631578947
540,Lucas Robertone,26,ARG,Almería,Midfielder,2805,53,55,77,95,95,83,89,44,25,60,66,55,50,67,25,95,75,77,54,65.26315789473684
541,Marc Roca,26,ESP,Betis,Midfielder,2361,14,44,60,45,69,57,41,49,17,66,28,31,40,29,77,46,60,28,35,44.0
542,Rodri,23,ESP,Betis,Att Mid / Winger,1742,5,1,3,81,35,6,40,86,97,94,57,76,27,28,45,81,22,14,7,42.36842105263158
543,Óscar Rodríguez Arnaiz,25,ESP,Getafe,Midfielder,1445,52,92,96,10,70,85,69,59,30,75,69,27,49,46,36,67,14,30,33,53.10526315789474
544,Dani Rodríguez,35,ESP,Mallorca,Midfielder,2180,74,74,68,94,78,75,45,5,21,8,67,83,71,64,41,38,82,13,26,54.05263157894737
545,Guido Rodríguez,29,ARG,Betis,Midfielder,3042,48,27,30,10,4,11,5,57,73,23,4,46,27,11,98,76,89,96,78,42.78947368421053
546,Rodrygo,22,BRA,Real Madrid,Forward,3322,25,75,89,86,92,80,96,96,99,87,99,98,96,98,47,90,80,13,6,76.42105263157895
547,Oriol Romeu,32,ESP,Barcelona,Midfielder,3115,29,34,34,21,16,22,26,64,88,37,13,35,34,5,48,60,68,85,70,41.526315789473685
548,Antonio Rüdiger,30,GER,Real Madrid,Center Back,3140,42,52,77,28,31,35,44,68,92,19,74,26,62,59,7,9,20,20,31,41.89473684210526
549,Aitor Ruibal,27,ESP,Betis,Fullback,1715,81,83,82,37,72,81,73,50,60,61,68,95,80,65,92,74,47,45,40,67.6842105263158
550,Youssouf Sabaly,30,SEN,Betis,Fullback,2015,60,40,51,71,32,31,29,45,73,50,63,85,39,33,70,69,93,82,5,53.73684210526316
551,Kike Salas,21,ESP,Sevilla,Center Back,468,99,41,96,99,99,95,53,85,22,98,92,51,93,73,84,80,19,59,96,75.47368421052632
552,Samuel,23,BRA,Atlético Madrid,Att Mid / Winger,2491,44,67,83,3,3,21,14,54,47,27,85,48,74,64,97,79,75,71,68,53.89473684210526
553,Fede San Emeterio,26,ESP,Cádiz,Midfielder,1737,43,6,5,33,15,8,2,7,30,2,1,1,10,4,58,33,92,75,71,26.105263157894736
554,Oihan Sancet,23,ESP,Athletic Club,Att Mid / Winger,2452,70,67,61,11,39,58,57,39,84,90,56,50,32,24,27,9,1,25,83,46.473684210526315
555,Antonio Sánchez,26,ESP,Mallorca,Midfielder,864,14,19,27,10,49,31,19,27,2,14,79,50,53,92,34,90,93,70,34,42.473684210526315
556,Manu Sánchez,23,ESP,Celta Vigo,Fullback,2307,20,39,31,65,62,50,80,32,69,67,43,47,74,51,60,31,56,70,25,51.1578947368421
557,Stefan Savić,32,MNE,Atlético Madrid,Center Back,2453,20,4,3,28,9,2,40,56,64,63,65,64,7,47,53,88,22,16,64,37.63157894736842
558,Sávio,19,BRA,Girona,Midfielder,486,99,96,89,99,99,99,91,6,22,2,99,99,99,99,5,5,20,5,14,60.36842105263158
559,Rubén Sobrino,31,ESP,Cádiz,Midfielder,2439,71,88,67,43,48,76,28,1,7,1,65,74,88,69,61,35,51,32,92,52.473684210526315
560,Alex Sola,24,ESP,Alavés,Fullback,551,20,57,95,9,28,45,70,13,36,1,81,99,74,78,99,96,46,23,88,55.68421052631579
562,Boubakary Soumaré,24,FRA,Sevilla,Midfielder,1442,14,1,1,10,6,1,10,48,67,23,33,47,1,22,91,99,22,82,59,33.526315789473685
563,Djibril Sow,26,SUI,Sevilla,Midfielder,2809,66,43,57,10,24,30,29,63,69,77,55,15,41,32,27,64,17,17,41,40.89473684210526
564,Çağlar Söyüncü,27,TUR,Atlético Madrid,Center Back,576,97,72,86,28,38,59,34,37,12,28,78,74,84,2,86,58,71,93,97,59.68421052631579
565,Carl Starfelt,28,SWE,Celta Vigo,Center Back,540,20,76,50,28,3,49,4,5,82,1,1,3,53,2,6,7,94,97,44,32.89473684210526
566,Jørgen Strand Larsen,23,NOR,Celta Vigo,Forward,1919,35,15,31,61,23,13,26,19,56,6,31,61,25,5,66,69,47,55,51,36.578947368421055
567,Cristhian Stuani,36,URU,Girona,Forward,1209,54,87,56,34,52,82,2,6,64,1,4,1,56,1,91,66,65,34,60,42.94736842105263
568,Damián Suárez,35,URU,Getafe,Fullback,2199,56,57,16,50,42,46,60,18,6,38,7,30,14,26,62,30,95,34,23,37.36842105263158
569,Denis Suárez,29,ESP,Villarreal,Midfielder,1107,14,32,11,10,65,51,82,38,13,40,87,97,62,75,57,6,44,20,11,42.89473684210526
570,Suso,29,ESP,Sevilla,Att Mid / Winger,1834,31,9,64,76,63,32,91,83,64,99,30,67,6,56,73,18,11,11,58,49.578947368421055
571,Alexander Sørloth,27,NOR,Villarreal,Forward,2936,69,74,34,52,67,69,45,23,63,12,65,76,23,38,50,25,37,69,58,49.94736842105263
572,Renato Tapia,28,PER,Celta Vigo,Midfielder,1070,14,61,69,10,33,44,20,47,52,26,36,52,30,5,98,63,80,99,83,48.526315789473685
573,Aurélien Tchouaméni,23,FRA,Real Madrid,Midfielder,2419,14,55,88,43,20,38,57,95,99,78,74,68,54,27,81,97,7,90,90,61.8421052631579
574,Ramón Terrats,22,ESP,Villarreal,Midfielder,1200,57,64,81,45,65,64,37,40,58,46,81,94,72,80,43,27,57,15,33,55.73684210526316
575,Kieran Tierney,26,SCO,Real Sociedad,Fullback,1139,78,64,80,76,23,35,13,72,58,69,76,20,75,44,45,49,7,43,49,51.36842105263158
576,Raúl de Tomás,28,ESP,Rayo Vallecano,Forward,960,34,55,97,41,39,48,59,26,64,69,66,93,51,46,43,2,14,33,32,48.0
577,Ferrán Torres,23,ESP,Barcelona,Att Mid / Winger,1601,97,88,72,21,87,91,60,58,52,42,34,62,82,92,30,12,15,34,71,57.89473684210526
578,Óliver Torres,28,ESP,Sevilla,Att Mid / Winger,2658,1,3,1,9,16,3,45,79,62,91,11,7,12,45,72,22,81,35,39,33.36842105263158
579,Lucas Torró,29,ESP,Osasuna,Midfielder,2227,35,35,47,10,1,9,1,35,33,13,9,23,45,8,23,96,21,99,99,33.78947368421053
580,Hamari Traoré,31,MLI,Real Sociedad,Fullback,2485,49,69,77,73,56,58,68,76,84,79,24,39,78,66,38,72,31,53,62,60.63157894736842
581,Óscar Trejo,35,ARG,Rayo Vallecano,Att Mid / Winger,1872,3,1,3,31,27,1,80,71,81,86,21,79,30,12,93,33,65,59,43,43.10526315789474
582,Viktor Tsyhankov,25,UKR,Girona,Midfielder,2298,91,90,65,96,79,86,78,17,5,7,96,67,96,98,3,2,17,33,45,56.36842105263158
583,Óscar Valentín,29,ESP,Rayo Vallecano,Midfielder,2650,14,18,14,10,15,14,20,30,41,42,25,14,24,9,85,73,97,44,61,34.21052631578947
584,Martin Valjent,27,SVK,Mallorca,Center Back,2656,20,6,11,28,25,3,1,5,15,10,41,3,3,23,22,16,59,91,13,20.789473684210527
585,Federico Valverde,25,URU,Real Madrid,Midfielder,3236,84,85,98,72,93,93,85,76,81,69,93,73,78,88,15,53,54,41,57,73.05263157894737
586,Siebe Van Der Heyden,25,BEL,Mallorca,Center Back,764,20,35,14,28,32,26,58,32,39,13,62,3,4,30,91,80,1,58,65,36.36842105263158
587,José Luis García Vayá,25,ESP,Valencia,Midfielder,540,14,8,15,10,39,18,44,71,28,47,20,33,3,52,69,34,27,98,89,37.8421052631579
588,Lucas Vázquez,32,ESP,Real Madrid,Fullback,1198,99,92,69,75,93,96,97,95,96,65,84,87,99,99,87,3,9,5,1,71.10526315789474
589,Gabriel Veiga,21,ESP,Celta Vigo,Midfielder,2155,99,97,98,68,59,89,73,2,10,29,88,89,89,75,29,40,54,1,42,59.526315789473685
590,Mikel Vesga,30,ESP,Athletic Club,Midfielder,2696,31,40,36,55,34,33,15,52,48,76,23,13,51,24,34,65,56,68,92,44.526315789473685
591,Nacho Vidal,28,ESP,Osasuna,Fullback,926,80,75,77,9,2,23,11,13,44,35,23,71,37,28,37,69,41,90,94,45.21052631578947
592,Gonzalo Villar,25,ESP,Granada,Midfielder,972,14,2,8,86,65,34,19,55,44,45,79,87,30,31,41,26,89,60,76,46.89473684210526
593,Daniel Vivian,24,ESP,Athletic Club,Center Back,2466,54,53,46,28,61,52,45,47,22,77,55,47,56,27,82,19,55,47,10,46.473684210526315
594,Iñaki Williams,29,GHA,Athletic Club,Att Mid / Winger,2899,76,82,70,38,43,65,21,13,11,6,74,40,88,89,7,14,31,91,85,49.68421052631579
595,Nico Williams,21,ESP,Athletic Club,Att Mid / Winger,2528,30,19,41,51,58,35,31,22,15,14,94,91,71,90,32,15,73,55,70,47.73684210526316
596,Axel Witsel,34,BEL,Atlético Madrid,Center Back,2344,20,16,39,28,74,38,76,57,96,56,18,51,66,77,64,20,23,15,39,45.94736842105263
597,Igor Zubeldia,26,ESP,Real Sociedad,Center Back,2959,44,32,17,62,38,28,9,59,51,82,43,68,9,47,30,7,7,26,56,37.63157894736842
598,Martín Zubimendi,24,ESP,Real Sociedad,Midfielder,3371,44,50,14,34,18,32,27,61,71,52,51,15,33,23,19,62,55,84,84,43.63157894736842
